"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","UNEMP","25_74","PC_LF","M","2017-02",4.2,
"POL","UNEMP","25_74","PC_LF","M","2017-03",4.2,
"POL","UNEMP","25_74","PC_LF","M","2017-04",4.2,
"POL","UNEMP","25_74","PC_LF","M","2017-05",4.3,
"POL","UNEMP","25_74","PC_LF","M","2017-06",4.2,
"POL","UNEMP","25_74","PC_LF","M","2017-07",4.1,
"POL","UNEMP","25_74","PC_LF","M","2017-08",4.1,
"POL","UNEMP","25_74","PC_LF","M","2017-09",4,
"POL","UNEMP","25_74","PC_LF","M","2017-10",3.8,
"POL","UNEMP","25_74","PC_LF","M","2017-11",3.7,
"POL","UNEMP","25_74","PC_LF","M","2017-12",3.6,
"POL","UNEMP","25_74","PC_LF","M","2018-01",3.4,
"POL","UNEMP","25_74","PC_LF","M","2018-02",3.2,
"POL","UNEMP","25_74","PC_LF","M","2018-03",3.2,
"POL","UNEMP","25_74","PC_LF","M","2018-04",3.1,
"POL","UNEMP","25_74","PC_LF","M","2018-05",3.1,
"POL","UNEMP","25_74","PC_LF","M","2018-06",3.2,
"POL","UNEMP","25_74","PC_LF","M","2018-07",3.3,
"POL","UNEMP","25_74","PC_LF","M","2018-08",3.3,
"POL","UNEMP","25_74","PC_LF","M","2018-09",3.3,
"POL","UNEMP","25_74","PC_LF","M","2018-10",3.2,
"POL","UNEMP","25_74","PC_LF","M","2018-11",3.2,
"POL","UNEMP","25_74","PC_LF","M","2018-12",3.2,
"POL","UNEMP","25_74","PC_LF","M","2019-01",3.2,
"POL","UNEMP","25_74","PC_LF","M","2019-02",3.2,
"POL","UNEMP","25_74","PC_LF","M","2019-03",3.1,
"POL","UNEMP","25_74","PC_LF","M","2019-04",2.8,
"POL","UNEMP","25_74","PC_LF","M","2019-05",2.7,
"POL","UNEMP","25_74","PC_LF","M","2019-06",2.7,
"POL","UNEMP","25_74","PC_LF","M","2019-07",2.6,
"POL","UNEMP","25_74","PC_LF","M","2019-08",2.6,
"POL","UNEMP","25_74","PC_LF","M","2019-09",2.6,
"POL","UNEMP","25_74","PC_LF","M","2019-10",2.5,
"POL","UNEMP","25_74","PC_LF","M","2019-11",2.5,
"POL","UNEMP","25_74","PC_LF","M","2019-12",2.5,
"POL","UNEMP","25_74","PC_LF","M","2020-01",2.5,
"POL","UNEMP","25_74","PC_LF","M","2020-02",2.5,
"POL","UNEMP","25_74","PC_LF","M","2020-03",2.5,
"POL","UNEMP","25_74","PC_LF","M","2020-04",2.7,
"POL","UNEMP","25_74","PC_LF","M","2020-05",2.8,
"POL","UNEMP","25_74","PC_LF","M","2020-06",2.9,
"POL","UNEMP","25_74","PC_LF","M","2020-07",2.8,
"POL","UNEMP","25_74","PC_LF","M","2020-08",2.8,
"POL","UNEMP","25_74","PC_LF","M","2020-09",2.8,
"POL","UNEMP","25_74","PC_LF","M","2020-10",2.8,
"POL","UNEMP","25_74","PC_LF","M","2020-11",2.7,
