\LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
LTU,HUR,MEN,PC_LF,M,2020-04,8.8,
LTU,HUR,MEN,PC_LF,M,2020-05,9.4,
LTU,HUR,MEN,PC_LF,M,2020-06,9.9,
LTU,HUR,MEN,PC_LF,M,2020-07,10.1,
LTU,HUR,MEN,PC_LF,M,2020-08,10.5,
LTU,HUR,MEN,PC_LF,M,2020-09,10.8,
LTU,HUR,MEN,PC_LF,M,2020-10,10.1,
LTU,HUR,MEN,PC_LF,M,2020-11,9.9,
LTU,HUR,MEN,PC_LF,M,2020-12,9.8,
LTU,HUR,MEN,PC_LF,M,2021-01,7.3,
LTU,HUR,MEN,PC_LF,M,2021-02,6.6,
LTU,HUR,MEN,PC_LF,M,2021-03,6.2,
LTU,HUR,MEN,PC_LF,M,2021-04,6.9,
LTU,HUR,WOMEN,PC_LF,M,2005-01,10.4,
LTU,HUR,WOMEN,PC_LF,M,2005-02,10,
LTU,HUR,WOMEN,PC_LF,M,2005-03,9.7,
LTU,HUR,WOMEN,PC_LF,M,2005-04,9.6,
LTU,HUR,WOMEN,PC_LF,M,2005-05,9.3,
LTU,HUR,WOMEN,PC_LF,M,2005-06,8.9,
LTU,HUR,WOMEN,PC_LF,M,2005-07,8.4,
LTU,HUR,WOMEN,PC_LF,M,2005-08,8,
LTU,HUR,WOMEN,PC_LF,M,2005-09,7.6,
LTU,HUR,WOMEN,PC_LF,M,2005-10,7.1,
LTU,HUR,WOMEN,PC_LF,M,2005-11,6.8,
LTU,HUR,WOMEN,PC_LF,M,2005-12,6.5,
LTU,HUR,WOMEN,PC_LF,M,2006-01,6.3,
LTU,HUR,WOMEN,PC_LF,M,2006-02,6.1,
LTU,HUR,WOMEN,PC_LF,M,2006-03,5.9,
LTU,HUR,WOMEN,PC_LF,M,2006-04,5.8,
LTU,HUR,WOMEN,PC_LF,M,2006-05,5.8,
LTU,HUR,WOMEN,PC_LF,M,2006-06,5.7,
LTU,HUR,WOMEN,PC_LF,M,2006-07,5.6,
LTU,HUR,WOMEN,PC_LF,M,2006-08,5.5,
LTU,HUR,WOMEN,PC_LF,M,2006-09,5.3,
LTU,HUR,WOMEN,PC_LF,M,2006-10,5.1,
LTU,HUR,WOMEN,PC_LF,M,2006-11,5,
LTU,HUR,WOMEN,PC_LF,M,2006-12,5.2,
LTU,HUR,WOMEN,PC_LF,M,2007-01,4.8,
LTU,HUR,WOMEN,PC_LF,M,2007-02,5,
LTU,HUR,WOMEN,PC_LF,M,2007-03,4.9,
LTU,HUR,WOMEN,PC_LF,M,2007-04,4.5,
LTU,HUR,WOMEN,PC_LF,M,2007-05,4.3,
LTU,HUR,WOMEN,PC_LF,M,2007-06,4.2,
LTU,HUR,WOMEN,PC_LF,M,2007-07,4.3,
LTU,HUR,WOMEN,PC_LF,M,2007-08,4.2,
LTU,HUR,WOMEN,PC_LF,M,2007-09,4.2,
LTU,HUR,WOMEN,PC_LF,M,2007-10,3.9,
LTU,HUR,WOMEN,PC_LF,M,2007-11,3.9,
LTU,HUR,WOMEN,PC_LF,M,2007-12,4,
LTU,HUR,WOMEN,PC_LF,M,2008-01,4.1,
LTU,HUR,WOMEN,PC_LF,M,2008-02,4.2,
LTU,HUR,WOMEN,PC_LF,M,2008-03,4.1,
LTU,HUR,WOMEN,PC_LF,M,2008-04,3.8,
LTU,HUR,WOMEN,PC_LF,M,2008-05,4,
LTU,HUR,WOMEN,PC_LF,M,2008-06,4.7,
LTU,HUR,WOMEN,PC_LF,M,2008-07,5.7,
LTU,HUR,WOMEN,PC_LF,M,2008-08,6.5,
LTU,HUR,WOMEN,PC_LF,M,2008-09,7.1,
LTU,HUR,WOMEN,PC_LF,M,2008-10,7.4,
LTU,HUR,WOMEN,PC_LF,M,2008-11,7.7,
LTU,HUR,WOMEN,PC_LF,M,2008-12,7.9,
LTU,HUR,WOMEN,PC_LF,M,2009-01,8.2,
LTU,HUR,WOMEN,PC_LF,M,2009-02,8.6,
LTU,HUR,WOMEN,PC_LF,M,2009-03,9.1,
LTU,HUR,WOMEN,PC_LF,M,2009-04,9.8,
LTU,HUR,WOMEN,PC_LF,M,2009-05,10.3,
LTU,HUR,WOMEN,PC_LF,M,2009-06,10.6,
LTU,HUR,WOMEN,PC_LF,M,2009-07,10.7,
LTU,HUR,WOMEN,PC_LF,M,2009-08,11,
LTU,HUR,WOMEN,PC_LF,M,2009-09,11.4,
LTU,HUR,WOMEN,PC_LF,M,2009-10,11.9,
LTU,HUR,WOMEN,PC_LF,M,2009-11,12.3,
LTU,HUR,WOMEN,PC_LF,M,2009-12,12.5,
LTU,HUR,WOMEN,PC_LF,M,2010-01,12.6,
LTU,HUR,WOMEN,PC_LF,M,2010-02,13.4,
LTU,HUR,WOMEN,PC_LF,M,2010-03,13.8,
LTU,HUR,WOMEN,PC_LF,M,2010-04,14.3,
LTU,HUR,WOMEN,PC_LF,M,2010-05,14.6,
LTU,HUR,WOMEN,PC_LF,M,2010-06,14.9,
LTU,HUR,WOMEN,PC_LF,M,2010-07,15.1,
LTU,HUR,WOMEN,PC_LF,M,2010-08,15.2,
LTU,HUR,WOMEN,PC_LF,M,2010-09,15.3,
LTU,HUR,WOMEN,PC_LF,M,2010-10,15.2,
LTU,HUR,WOMEN,PC_LF,M,2010-11,15.1,
LTU,HUR,WOMEN,PC_LF,M,2010-12,14.9,
LTU,HUR,WOMEN,PC_LF,M,2011-01,14.8,
LTU,HUR,WOMEN,PC_LF,M,2011-02,14.4,
LTU,HUR,WOMEN,PC_LF,M,2011-03,13.9,
LTU,HUR,WOMEN,PC_LF,M,2011-04,13.3,
LTU,HUR,WOMEN,PC_LF,M,2011-05,13,
LTU,HUR,WOMEN,PC_LF,M,2011-06,12.8,
LTU,HUR,WOMEN,PC_LF,M,2011-07,12.9,
LTU,HUR,WOMEN,PC_LF,M,2011-08,12.7,
LTU,HUR,WOMEN,PC_LF,M,2011-09,12.4,
LTU,HUR,WOMEN,PC_LF,M,2011-10,11.8,
LTU,HUR,WOMEN,PC_LF,M,2011-11,11.5,
LTU,HUR,WOMEN,PC_LF,M,2011-12,11.5,
LTU,HUR,WOMEN,PC_LF,M,2012-01,11.8,
LTU,HUR,WOMEN,PC_LF,M,2012-02,11.9,
LTU,HUR,WOMEN,PC_LF,M,2012-03,11.9,
LTU,HUR,WOMEN,PC_LF,M,2012-04,11.8,
LTU,HUR,WOMEN,PC_LF,M,2012-05,11.6,
LTU,HUR,WOMEN,PC_LF,M,2012-06,11.5,
LTU,HUR,WOMEN,PC_LF,M,2012-07,11.2,
LTU,HUR,WOMEN,PC_LF,M,2012-08,11.2,
LTU,HUR,WOMEN,PC_LF,M,2012-09,11.4,
LTU,HUR,WOMEN,PC_LF,M,2012-10,11.7,
LTU,HUR,WOMEN,PC_LF,M,2012-11,11.7,
LTU,HUR,WOMEN,PC_LF,M,2012-12,11.5,
LTU,HUR,WOMEN,PC_LF,M,2013-01,11,
LTU,HUR,WOMEN,PC_LF,M,2013-02,10.4,
LTU,HUR,WOMEN,PC_LF,M,2013-03,10.3,
LTU,HUR,WOMEN,PC_LF,M,2013-04,10.6,
LTU,HUR,WOMEN,PC_LF,M,2013-05,10.6,
LTU,HUR,WOMEN,PC_LF,M,2013-06,10.4,
LTU,HUR,WOMEN,PC_LF,M,2013-07,10.4,
LTU,HUR,WOMEN,PC_LF,M,2013-08,10.4,
LTU,HUR,WOMEN,PC_LF,M,2013-09,10.3,
LTU,HUR,WOMEN,PC_LF,M,2013-10,10.4,
LTU,HUR,WOMEN,PC_LF,M,2013-11,10.5,
LTU,HUR,WOMEN,PC_LF,M,2013-12,10.5,
LTU,HUR,WOMEN,PC_LF,M,2014-01,10.4,
LTU,HUR,WOMEN,PC_LF,M,2014-02,10.1,
LTU,HUR,WOMEN,PC_LF,M,2014-03,9.7,
LTU,HUR,WOMEN,PC_LF,M,2014-04,9.3,
LTU,HUR,WOMEN,PC_LF,M,2014-05,9.2,
LTU,HUR,WOMEN,PC_LF,M,2014-06,9.1,
LTU,HUR,WOMEN,PC_LF,M,2014-07,8.9,
LTU,HUR,WOMEN,PC_LF,M,2014-08,8.9,
LTU,HUR,WOMEN,PC_LF,M,2014-09,8.7,
LTU,HUR,WOMEN,PC_LF,M,2014-10,9,
LTU,HUR,WOMEN,PC_LF,M,2014-11,9,
LTU,HUR,WOMEN,PC_LF,M,2014-12,8.8,
LTU,HUR,WOMEN,PC_LF,M,2015-01,8.5,
LTU,HUR,WOMEN,PC_LF,M,2015-02,8.3,
LTU,HUR,WOMEN,PC_LF,M,2015-03,8.1,
LTU,HUR,WOMEN,PC_LF,M,2015-04,8.1,
LTU,HUR,WOMEN,PC_LF,M,2015-05,8,
LTU,HUR,WOMEN,PC_LF,M,2015-06,8.2,
LTU,HUR,WOMEN,PC_LF,M,2015-07,8.3,
LTU,HUR,WOMEN,PC_LF,M,2015-08,8.3,
LTU,HUR,WOMEN,PC_LF,M,2015-09,8.2,
LTU,HUR,WOMEN,PC_LF,M,2015-10,8.2,
LTU,HUR,WOMEN,PC_LF,M,2015-11,8,
LTU,HUR,WOMEN,PC_LF,M,2015-12,7.8,
LTU,HUR,WOMEN,PC_LF,M,2016-01,7,
LTU,HUR,WOMEN,PC_LF,M,2016-02,6.8,
LTU,HUR,WOMEN,PC_LF,M,2016-03,6.8,
LTU,HUR,WOMEN,PC_LF,M,2016-04,6.9,
LTU,HUR,WOMEN,PC_LF,M,2016-05,7.2,
LTU,HUR,WOMEN,PC_LF,M,2016-06,7,
LTU,HUR,WOMEN,PC_LF,M,2016-07,6.8,
LTU,HUR,WOMEN,PC_LF,M,2016-08,6.6,
LTU,HUR,WOMEN,PC_LF,M,2016-09,6.5,
LTU,HUR,WOMEN,PC_LF,M,2016-10,6.3,
LTU,HUR,WOMEN,PC_LF,M,2016-11,6.3,
LTU,HUR,WOMEN,PC_LF,M,2016-12,6.3,
LTU,HUR,WOMEN,PC_LF,M,2017-01,6.2,
LTU,HUR,WOMEN,PC_LF,M,2017-02,6.1,
LTU,HUR,WOMEN,PC_LF,M,2017-03,6,
LTU,HUR,WOMEN,PC_LF,M,2017-04,5.9,
LTU,HUR,WOMEN,PC_LF,M,2017-05,5.6,
LTU,HUR,WOMEN,PC_LF,M,2017-06,5.4,
LTU,HUR,WOMEN,PC_LF,M,2017-07,5.5,
LTU,HUR,WOMEN,PC_LF,M,2017-08,5.5,
LTU,HUR,WOMEN,PC_LF,M,2017-09,5.5,
LTU,HUR,WOMEN,PC_LF,M,2017-10,5.6,
LTU,HUR,WOMEN,PC_LF,M,2017-11,5.6,
LTU,HUR,WOMEN,PC_LF,M,2017-12,5.5,
LTU,HUR,WOMEN,PC_LF,M,2018-01,5.5,
LTU,HUR,WOMEN,PC_LF,M,2018-02,5.4,
LTU,HUR,WOMEN,PC_LF,M,2018-03,5.4,
LTU,HUR,WOMEN,PC_LF,M,2018-04,5.4,
LTU,HUR,WOMEN,PC_LF,M,2018-05,5.4,
LTU,HUR,WOMEN,PC_LF,M,2018-06,5.6,
LTU,HUR,WOMEN,PC_LF,M,2018-07,5.4,
LTU,HUR,WOMEN,PC_LF,M,2018-08,5.3,
LTU,HUR,WOMEN,PC_LF,M,2018-09,5.4,
LTU,HUR,WOMEN,PC_LF,M,2018-10,5.6,
LTU,HUR,WOMEN,PC_LF,M,2018-11,5.4,
LTU,HUR,WOMEN,PC_LF,M,2018-12,5.4,
LTU,HUR,WOMEN,PC_LF,M,2019-01,5.6,
LTU,HUR,WOMEN,PC_LF,M,2019-02,5.6,
LTU,HUR,WOMEN,PC_LF,M,2019-03,5.6,
LTU,HUR,WOMEN,PC_LF,M,2019-04,5.5,
LTU,HUR,WOMEN,PC_LF,M,2019-05,5.5,
LTU,HUR,WOMEN,PC_LF,M,2019-06,5.5,
LTU,HUR,WOMEN,PC_LF,M,2019-07,5.5,
LTU,HUR,WOMEN,PC_LF,M,2019-08,5.5,
LTU,HUR,WOMEN,PC_LF,M,2019-09,5.6,
LTU,HUR,WOMEN,PC_LF,M,2019-10,5.4,
LTU,HUR,WOMEN,PC_LF,M,2019-11,5.5,
LTU,HUR,WOMEN,PC_LF,M,2019-12,5.5,
LTU,HUR,WOMEN,PC_LF,M,2020-01,5.6,
LTU,HUR,WOMEN,PC_LF,M,2020-02,5.9,
LTU,HUR,WOMEN,PC_LF,M,2020-03,6.3,
LTU,HUR,WOMEN,PC_LF,M,2020-04,7,
LTU,HUR,WOMEN,PC_LF,M,2020-05,7.7,
LTU,HUR,WOMEN,PC_LF,M,2020-06,8.2,
LTU,HUR,WOMEN,PC_LF,M,2020-07,8.6,
LTU,HUR,WOMEN,PC_LF,M,2020-08,9,
LTU,HUR,WOMEN,PC_LF,M,2020-09,9,
LTU,HUR,WOMEN,PC_LF,M,2020-10,8.5,
LTU,HUR,WOMEN,PC_LF,M,2020-11,8.4,
LTU,HUR,WOMEN,PC_LF,M,2020-12,8.5,
LTU,HUR,WOMEN,PC_LF,M,2021-01,7.4,
LTU,HUR,WOMEN,PC_LF,M,2021-02,7,
LTU,HUR,WOMEN,PC_LF,M,2021-03,6.8,
LTU,HUR,WOMEN,PC_LF,M,2021-04,7,
SVN,HUR,MEN,PC_LF,M,2005-01,5.7,
SVN,HUR,MEN,PC_LF,M,2005-02,5.7,
SVN,HUR,MEN,PC_LF,M,2005-03,5.7,
SVN,HUR,MEN,PC_LF,M,2005-04,5.7,
SVN,HUR,MEN,PC_LF,M,2005-05,5.6,
SVN,HUR,MEN,PC_LF,M,2005-06,5.8,
SVN,HUR,MEN,PC_LF,M,2005-07,6.1,
SVN,HUR,MEN,PC_LF,M,2005-08,6.4,
SVN,HUR,MEN,PC_LF,M,2005-09,6.7,
SVN,HUR,MEN,PC_LF,M,2005-10,6.8,
SVN,HUR,MEN,PC_LF,M,2005-11,6.7,
SVN,HUR,MEN,PC_LF,M,2005-12,6.1,
SVN,HUR,MEN,PC_LF,M,2006-01,5.3,
SVN,HUR,MEN,PC_LF,M,2006-02,4.9,
SVN,HUR,MEN,PC_LF,M,2006-03,4.9,
SVN,HUR,MEN,PC_LF,M,2006-04,5.4,
SVN,HUR,MEN,PC_LF,M,2006-05,5.5,
SVN,HUR,MEN,PC_LF,M,2006-06,5.4,
SVN,HUR,MEN,PC_LF,M,2006-07,5.1,
SVN,HUR,MEN,PC_LF,M,2006-08,4.8,
SVN,HUR,MEN,PC_LF,M,2006-09,4.6,
SVN,HUR,MEN,PC_LF,M,2006-10,4.4,
SVN,HUR,MEN,PC_LF,M,2006-11,4.5,
SVN,HUR,MEN,PC_LF,M,2006-12,4.4,
SVN,HUR,MEN,PC_LF,M,2007-01,4.5,
SVN,HUR,MEN,PC_LF,M,2007-02,4.4,
SVN,HUR,MEN,PC_LF,M,2007-03,4.1,
SVN,HUR,MEN,PC_LF,M,2007-04,3.9,
SVN,HUR,MEN,PC_LF,M,2007-05,3.8,
SVN,HUR,MEN,PC_LF,M,2007-06,3.8,
SVN,HUR,MEN,PC_LF,M,2007-07,3.9,
SVN,HUR,MEN,PC_LF,M,2007-08,3.9,
SVN,HUR,MEN,PC_LF,M,2007-09,3.8,
SVN,HUR,MEN,PC_LF,M,2007-10,3.9,
SVN,HUR,MEN,PC_LF,M,2007-11,3.9,
SVN,HUR,MEN,PC_LF,M,2007-12,4.1,
SVN,HUR,MEN,PC_LF,M,2008-01,4.4,
SVN,HUR,MEN,PC_LF,M,2008-02,4.3,
SVN,HUR,MEN,PC_LF,M,2008-03,4.1,
SVN,HUR,MEN,PC_LF,M,2008-04,3.7,
SVN,HUR,MEN,PC_LF,M,2008-05,3.7,
SVN,HUR,MEN,PC_LF,M,2008-06,3.7,
SVN,HUR,MEN,PC_LF,M,2008-07,4,
SVN,HUR,MEN,PC_LF,M,2008-08,4.2,
SVN,HUR,MEN,PC_LF,M,2008-09,4.1,
SVN,HUR,MEN,PC_LF,M,2008-10,3.9,
SVN,HUR,MEN,PC_LF,M,2008-11,4.1,
SVN,HUR,MEN,PC_LF,M,2008-12,4,
SVN,HUR,MEN,PC_LF,M,2009-01,4.6,
SVN,HUR,MEN,PC_LF,M,2009-02,5.1,
SVN,HUR,MEN,PC_LF,M,2009-03,5.4,
SVN,HUR,MEN,PC_LF,M,2009-04,5.6,
SVN,HUR,MEN,PC_LF,M,2009-05,5.7,
SVN,HUR,MEN,PC_LF,M,2009-06,6.1,
SVN,HUR,MEN,PC_LF,M,2009-07,6.5,
SVN,HUR,MEN,PC_LF,M,2009-08,6.6,
SVN,HUR,MEN,PC_LF,M,2009-09,6.6,
SVN,HUR,MEN,PC_LF,M,2009-10,6.4,
SVN,HUR,MEN,PC_LF,M,2009-11,6.3,
SVN,HUR,MEN,PC_LF,M,2009-12,6.3,
SVN,HUR,MEN,PC_LF,M,2010-01,6.6,
SVN,HUR,MEN,PC_LF,M,2010-02,6.8,
SVN,HUR,MEN,PC_LF,M,2010-03,7.2,
SVN,HUR,MEN,PC_LF,M,2010-04,7.6,
SVN,HUR,MEN,PC_LF,M,2010-05,7.7,
SVN,HUR,MEN,PC_LF,M,2010-06,7.7,
SVN,HUR,MEN,PC_LF,M,2010-07,7.5,
SVN,HUR,MEN,PC_LF,M,2010-08,7.5,
SVN,HUR,MEN,PC_LF,M,2010-09,7.5,
SVN,HUR,MEN,PC_LF,M,2010-10,7.8,
SVN,HUR,MEN,PC_LF,M,2010-11,7.9,
SVN,HUR,MEN,PC_LF,M,2010-12,8.1,
SVN,HUR,MEN,PC_LF,M,2011-01,8,
SVN,HUR,MEN,PC_LF,M,2011-02,8,
SVN,HUR,MEN,PC_LF,M,2011-03,8.2,
SVN,HUR,MEN,PC_LF,M,2011-04,8.1,
SVN,HUR,MEN,PC_LF,M,2011-05,8.1,
SVN,HUR,MEN,PC_LF,M,2011-06,8.2,
SVN,HUR,MEN,PC_LF,M,2011-07,8.5,
SVN,HUR,MEN,PC_LF,M,2011-08,8.4,
SVN,HUR,MEN,PC_LF,M,2011-09,8.4,
SVN,HUR,MEN,PC_LF,M,2011-10,8.4,
SVN,HUR,MEN,PC_LF,M,2011-11,8.4,
SVN,HUR,MEN,PC_LF,M,2011-12,8,
SVN,HUR,MEN,PC_LF,M,2012-01,7.9,
SVN,HUR,MEN,PC_LF,M,2012-02,7.9,
SVN,HUR,MEN,PC_LF,M,2012-03,7.7,
SVN,HUR,MEN,PC_LF,M,2012-04,7.7,
SVN,HUR,MEN,PC_LF,M,2012-05,7.8,
SVN,HUR,MEN,PC_LF,M,2012-06,8.2,
SVN,HUR,MEN,PC_LF,M,2012-07,8.8,
SVN,HUR,MEN,PC_LF,M,2012-08,9.1,
SVN,HUR,MEN,PC_LF,M,2012-09,9.1,
SVN,HUR,MEN,PC_LF,M,2012-10,9.1,
SVN,HUR,MEN,PC_LF,M,2012-11,9,
SVN,HUR,MEN,PC_LF,M,2012-12,9.2,
SVN,HUR,MEN,PC_LF,M,2013-01,9.7,
SVN,HUR,MEN,PC_LF,M,2013-02,10.1,
SVN,HUR,MEN,PC_LF,M,2013-03,10.4,
SVN,HUR,MEN,PC_LF,M,2013-04,10.4,
SVN,HUR,MEN,PC_LF,M,2013-05,10.2,
SVN,HUR,MEN,PC_LF,M,2013-06,9.7,
SVN,HUR,MEN,PC_LF,M,2013-07,9.2,
SVN,HUR,MEN,PC_LF,M,2013-08,8.9,
SVN,HUR,MEN,PC_LF,M,2013-09,8.8,
SVN,HUR,MEN,PC_LF,M,2013-10,8.8,
SVN,HUR,MEN,PC_LF,M,2013-11,8.9,
SVN,HUR,MEN,PC_LF,M,2013-12,9.1,
SVN,HUR,MEN,PC_LF,M,2014-01,9.5,
SVN,HUR,MEN,PC_LF,M,2014-02,9.7,
SVN,HUR,MEN,PC_LF,M,2014-03,9.4,
SVN,HUR,MEN,PC_LF,M,2014-04,8.9,
SVN,HUR,MEN,PC_LF,M,2014-05,8.6,
SVN,HUR,MEN,PC_LF,M,2014-06,8.7,
SVN,HUR,MEN,PC_LF,M,2014-07,8.9,
SVN,HUR,MEN,PC_LF,M,2014-08,9,
SVN,HUR,MEN,PC_LF,M,2014-09,9,
SVN,HUR,MEN,PC_LF,M,2014-10,9,
SVN,HUR,MEN,PC_LF,M,2014-11,8.9,
SVN,HUR,MEN,PC_LF,M,2014-12,8.9,
SVN,HUR,MEN,PC_LF,M,2015-01,8.5,
SVN,HUR,MEN,PC_LF,M,2015-02,8.4,
SVN,HUR,MEN,PC_LF,M,2015-03,8.4,
SVN,HUR,MEN,PC_LF,M,2015-04,8.6,
SVN,HUR,MEN,PC_LF,M,2015-05,8.6,
SVN,HUR,MEN,PC_LF,M,2015-06,8.4,
SVN,HUR,MEN,PC_LF,M,2015-07,7.9,
SVN,HUR,MEN,PC_LF,M,2015-08,7.6,
SVN,HUR,MEN,PC_LF,M,2015-09,7.5,
SVN,HUR,MEN,PC_LF,M,2015-10,7.7,
SVN,HUR,MEN,PC_LF,M,2015-11,7.8,
SVN,HUR,MEN,PC_LF,M,2015-12,8,
SVN,HUR,MEN,PC_LF,M,2016-01,7.9,
SVN,HUR,MEN,PC_LF,M,2016-02,7.8,
SVN,HUR,MEN,PC_LF,M,2016-03,7.7,
SVN,HUR,MEN,PC_LF,M,2016-04,7.5,
SVN,HUR,MEN,PC_LF,M,2016-05,7.4,
SVN,HUR,MEN,PC_LF,M,2016-06,7.2,
SVN,HUR,MEN,PC_LF,M,2016-07,7,
SVN,HUR,MEN,PC_LF,M,2016-08,7,
SVN,HUR,MEN,PC_LF,M,2016-09,7.2,
SVN,HUR,MEN,PC_LF,M,2016-10,7.7,
SVN,HUR,MEN,PC_LF,M,2016-11,7.9,
SVN,HUR,MEN,PC_LF,M,2016-12,7.9,
SVN,HUR,MEN,PC_LF,M,2017-01,7.5,
SVN,HUR,MEN,PC_LF,M,2017-02,7,
SVN,HUR,MEN,PC_LF,M,2017-03,6.4,
SVN,HUR,MEN,PC_LF,M,2017-04,5.9,
SVN,HUR,MEN,PC_LF,M,2017-05,5.7,
SVN,HUR,MEN,PC_LF,M,2017-06,5.5,
SVN,HUR,MEN,PC_LF,M,2017-07,5.5,
SVN,HUR,MEN,PC_LF,M,2017-08,5.4,
SVN,HUR,MEN,PC_LF,M,2017-09,5.4,
SVN,HUR,MEN,PC_LF,M,2017-10,5.2,
SVN,HUR,MEN,PC_LF,M,2017-11,5.2,
SVN,HUR,MEN,PC_LF,M,2017-12,5.1,
SVN,HUR,MEN,PC_LF,M,2018-01,5,
SVN,HUR,MEN,PC_LF,M,2018-02,5,
SVN,HUR,MEN,PC_LF,M,2018-03,4.9,
SVN,HUR,MEN,PC_LF,M,2018-04,5,
SVN,HUR,MEN,PC_LF,M,2018-05,5,
SVN,HUR,MEN,PC_LF,M,2018-06,4.9,
SVN,HUR,MEN,PC_LF,M,2018-07,4.7,
SVN,HUR,MEN,PC_LF,M,2018-08,4.5,
SVN,HUR,MEN,PC_LF,M,2018-09,4.4,
SVN,HUR,MEN,PC_LF,M,2018-10,4.2,
SVN,HUR,MEN,PC_LF,M,2018-11,4.1,
SVN,HUR,MEN,PC_LF,M,2018-12,3.9,
SVN,HUR,MEN,PC_LF,M,2019-01,3.9,
SVN,HUR,MEN,PC_LF,M,2019-02,3.8,
SVN,HUR,MEN,PC_LF,M,2019-03,3.8,
SVN,HUR,MEN,PC_LF,M,2019-04,3.7,
SVN,HUR,MEN,PC_LF,M,2019-05,3.8,
SVN,HUR,MEN,PC_LF,M,2019-06,4.2,
SVN,HUR,MEN,PC_LF,M,2019-07,4.7,
SVN,HUR,MEN,PC_LF,M,2019-08,4.9,
SVN,HUR,MEN,PC_LF,M,2019-09,4.6,
SVN,HUR,MEN,PC_LF,M,2019-10,4,
SVN,HUR,MEN,PC_LF,M,2019-11,3.5,
SVN,HUR,MEN,PC_LF,M,2019-12,3.3,
SVN,HUR,MEN,PC_LF,M,2020-01,3.6,
SVN,HUR,MEN,PC_LF,M,2020-02,3.7,
SVN,HUR,MEN,PC_LF,M,2020-03,4,
SVN,HUR,MEN,PC_LF,M,2020-04,4.6,
SVN,HUR,MEN,PC_LF,M,2020-05,4.7,
SVN,HUR,MEN,PC_LF,M,2020-06,4.7,
SVN,HUR,MEN,PC_LF,M,2020-07,4.6,
SVN,HUR,MEN,PC_LF,M,2020-08,4.7,
SVN,HUR,MEN,PC_LF,M,2020-09,4.6,
SVN,HUR,MEN,PC_LF,M,2020-10,4.7,
SVN,HUR,MEN,PC_LF,M,2020-11,4.7,
SVN,HUR,MEN,PC_LF,M,2020-12,4.6,
SVN,HUR,MEN,PC_LF,M,2021-01,4.4,
SVN,HUR,MEN,PC_LF,M,2021-02,4.2,
SVN,HUR,MEN,PC_LF,M,2021-03,4.1,
SVN,HUR,MEN,PC_LF,M,2021-04,4,
SVN,HUR,WOMEN,PC_LF,M,2005-01,7.4,
SVN,HUR,WOMEN,PC_LF,M,2005-02,7.5,
SVN,HUR,WOMEN,PC_LF,M,2005-03,7.2,
SVN,HUR,WOMEN,PC_LF,M,2005-04,6.7,
SVN,HUR,WOMEN,PC_LF,M,2005-05,6.4,
SVN,HUR,WOMEN,PC_LF,M,2005-06,6.2,
SVN,HUR,WOMEN,PC_LF,M,2005-07,6.5,
SVN,HUR,WOMEN,PC_LF,M,2005-08,6.7,
SVN,HUR,WOMEN,PC_LF,M,2005-09,7.1,
SVN,HUR,WOMEN,PC_LF,M,2005-10,7.3,
SVN,HUR,WOMEN,PC_LF,M,2005-11,7.7,
SVN,HUR,WOMEN,PC_LF,M,2005-12,7.9,
SVN,HUR,WOMEN,PC_LF,M,2006-01,8.2,
SVN,HUR,WOMEN,PC_LF,M,2006-02,8.3,
SVN,HUR,WOMEN,PC_LF,M,2006-03,8,
SVN,HUR,WOMEN,PC_LF,M,2006-04,7.5,
SVN,HUR,WOMEN,PC_LF,M,2006-05,7,
SVN,HUR,WOMEN,PC_LF,M,2006-06,6.8,
SVN,HUR,WOMEN,PC_LF,M,2006-07,6.9,
SVN,HUR,WOMEN,PC_LF,M,2006-08,6.8,
SVN,HUR,WOMEN,PC_LF,M,2006-09,6.8,
SVN,HUR,WOMEN,PC_LF,M,2006-10,6.7,
SVN,HUR,WOMEN,PC_LF,M,2006-11,6.8,
SVN,HUR,WOMEN,PC_LF,M,2006-12,6.6,
SVN,HUR,WOMEN,PC_LF,M,2007-01,6.6,
SVN,HUR,WOMEN,PC_LF,M,2007-02,6.4,
SVN,HUR,WOMEN,PC_LF,M,2007-03,6.3,
SVN,HUR,WOMEN,PC_LF,M,2007-04,6.2,
SVN,HUR,WOMEN,PC_LF,M,2007-05,6,
SVN,HUR,WOMEN,PC_LF,M,2007-06,5.9,
SVN,HUR,WOMEN,PC_LF,M,2007-07,5.7,
SVN,HUR,WOMEN,PC_LF,M,2007-08,5.4,
SVN,HUR,WOMEN,PC_LF,M,2007-09,5.3,
SVN,HUR,WOMEN,PC_LF,M,2007-10,5.6,
SVN,HUR,WOMEN,PC_LF,M,2007-11,5.6,
SVN,HUR,WOMEN,PC_LF,M,2007-12,5.5,
SVN,HUR,WOMEN,PC_LF,M,2008-01,5.4,
SVN,HUR,WOMEN,PC_LF,M,2008-02,5.1,
SVN,HUR,WOMEN,PC_LF,M,2008-03,5.1,
SVN,HUR,WOMEN,PC_LF,M,2008-04,5.2,
SVN,HUR,WOMEN,PC_LF,M,2008-05,5.2,
SVN,HUR,WOMEN,PC_LF,M,2008-06,5,
SVN,HUR,WOMEN,PC_LF,M,2008-07,4.7,
SVN,HUR,WOMEN,PC_LF,M,2008-08,4.5,
SVN,HUR,WOMEN,PC_LF,M,2008-09,4.3,
SVN,HUR,WOMEN,PC_LF,M,2008-10,4.6,
