\LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
JPN,HUR,WOMEN,PC_LF,M,2005-03,4.3,
JPN,HUR,WOMEN,PC_LF,M,2005-04,4.3,
JPN,HUR,WOMEN,PC_LF,M,2005-05,4.3,
JPN,HUR,WOMEN,PC_LF,M,2005-06,4,
JPN,HUR,WOMEN,PC_LF,M,2005-07,4.3,
JPN,HUR,WOMEN,PC_LF,M,2005-08,4.1,
JPN,HUR,WOMEN,PC_LF,M,2005-09,4.1,
JPN,HUR,WOMEN,PC_LF,M,2005-10,4.3,
JPN,HUR,WOMEN,PC_LF,M,2005-11,4.5,
JPN,HUR,WOMEN,PC_LF,M,2005-12,4.2,
JPN,HUR,WOMEN,PC_LF,M,2006-01,4,
JPN,HUR,WOMEN,PC_LF,M,2006-02,3.7,
JPN,HUR,WOMEN,PC_LF,M,2006-03,3.9,
JPN,HUR,WOMEN,PC_LF,M,2006-04,3.9,
JPN,HUR,WOMEN,PC_LF,M,2006-05,3.9,
JPN,HUR,WOMEN,PC_LF,M,2006-06,4.2,
JPN,HUR,WOMEN,PC_LF,M,2006-07,4,
JPN,HUR,WOMEN,PC_LF,M,2006-08,3.8,
JPN,HUR,WOMEN,PC_LF,M,2006-09,3.9,
JPN,HUR,WOMEN,PC_LF,M,2006-10,3.8,
JPN,HUR,WOMEN,PC_LF,M,2006-11,3.7,
JPN,HUR,WOMEN,PC_LF,M,2006-12,3.7,
JPN,HUR,WOMEN,PC_LF,M,2007-01,3.9,
JPN,HUR,WOMEN,PC_LF,M,2007-02,4,
JPN,HUR,WOMEN,PC_LF,M,2007-03,3.9,
JPN,HUR,WOMEN,PC_LF,M,2007-04,3.7,
JPN,HUR,WOMEN,PC_LF,M,2007-05,3.7,
JPN,HUR,WOMEN,PC_LF,M,2007-06,3.4,
JPN,HUR,WOMEN,PC_LF,M,2007-07,3.4,
JPN,HUR,WOMEN,PC_LF,M,2007-08,3.7,
JPN,HUR,WOMEN,PC_LF,M,2007-09,3.9,
JPN,HUR,WOMEN,PC_LF,M,2007-10,3.9,
JPN,HUR,WOMEN,PC_LF,M,2007-11,3.7,
JPN,HUR,WOMEN,PC_LF,M,2007-12,3.7,
JPN,HUR,WOMEN,PC_LF,M,2008-01,3.8,
JPN,HUR,WOMEN,PC_LF,M,2008-02,3.9,
JPN,HUR,WOMEN,PC_LF,M,2008-03,3.9,
JPN,HUR,WOMEN,PC_LF,M,2008-04,3.9,
JPN,HUR,WOMEN,PC_LF,M,2008-05,3.7,
JPN,HUR,WOMEN,PC_LF,M,2008-06,3.8,
JPN,HUR,WOMEN,PC_LF,M,2008-07,3.9,
JPN,HUR,WOMEN,PC_LF,M,2008-08,3.9,
JPN,HUR,WOMEN,PC_LF,M,2008-09,3.8,
JPN,HUR,WOMEN,PC_LF,M,2008-10,3.6,
JPN,HUR,WOMEN,PC_LF,M,2008-11,3.8,
JPN,HUR,WOMEN,PC_LF,M,2008-12,4.2,
JPN,HUR,WOMEN,PC_LF,M,2009-01,4.2,
JPN,HUR,WOMEN,PC_LF,M,2009-02,4.5,
JPN,HUR,WOMEN,PC_LF,M,2009-03,4.8,
JPN,HUR,WOMEN,PC_LF,M,2009-04,4.7,
JPN,HUR,WOMEN,PC_LF,M,2009-05,4.8,
JPN,HUR,WOMEN,PC_LF,M,2009-06,4.8,
JPN,HUR,WOMEN,PC_LF,M,2009-07,4.9,
JPN,HUR,WOMEN,PC_LF,M,2009-08,4.9,
JPN,HUR,WOMEN,PC_LF,M,2009-09,5,
JPN,HUR,WOMEN,PC_LF,M,2009-10,4.9,
JPN,HUR,WOMEN,PC_LF,M,2009-11,4.9,
JPN,HUR,WOMEN,PC_LF,M,2009-12,5,
JPN,HUR,WOMEN,PC_LF,M,2010-01,4.7,
JPN,HUR,WOMEN,PC_LF,M,2010-02,4.5,
JPN,HUR,WOMEN,PC_LF,M,2010-03,4.5,
JPN,HUR,WOMEN,PC_LF,M,2010-04,4.7,
JPN,HUR,WOMEN,PC_LF,M,2010-05,4.6,
JPN,HUR,WOMEN,PC_LF,M,2010-06,4.7,
JPN,HUR,WOMEN,PC_LF,M,2010-07,4.5,
JPN,HUR,WOMEN,PC_LF,M,2010-08,4.6,
JPN,HUR,WOMEN,PC_LF,M,2010-09,4.5,
JPN,HUR,WOMEN,PC_LF,M,2010-10,4.6,
JPN,HUR,WOMEN,PC_LF,M,2010-11,4.5,
JPN,HUR,WOMEN,PC_LF,M,2010-12,4.4,
JPN,HUR,WOMEN,PC_LF,M,2011-01,4.3,
JPN,HUR,WOMEN,PC_LF,M,2011-02,4.4,
JPN,HUR,WOMEN,PC_LF,M,2011-03,4.3,
JPN,HUR,WOMEN,PC_LF,M,2011-04,4.2,
JPN,HUR,WOMEN,PC_LF,M,2011-05,4.1,
JPN,HUR,WOMEN,PC_LF,M,2011-06,4.4,
JPN,HUR,WOMEN,PC_LF,M,2011-07,4.3,
JPN,HUR,WOMEN,PC_LF,M,2011-08,4.2,
JPN,HUR,WOMEN,PC_LF,M,2011-09,3.8,
JPN,HUR,WOMEN,PC_LF,M,2011-10,3.9,
JPN,HUR,WOMEN,PC_LF,M,2011-11,4.1,
JPN,HUR,WOMEN,PC_LF,M,2011-12,4,
JPN,HUR,WOMEN,PC_LF,M,2012-01,4.3,
JPN,HUR,WOMEN,PC_LF,M,2012-02,4.2,
JPN,HUR,WOMEN,PC_LF,M,2012-03,4.2,
JPN,HUR,WOMEN,PC_LF,M,2012-04,4.1,
JPN,HUR,WOMEN,PC_LF,M,2012-05,4.1,
JPN,HUR,WOMEN,PC_LF,M,2012-06,4,
JPN,HUR,WOMEN,PC_LF,M,2012-07,4,
JPN,HUR,WOMEN,PC_LF,M,2012-08,3.8,
JPN,HUR,WOMEN,PC_LF,M,2012-09,3.9,
JPN,HUR,WOMEN,PC_LF,M,2012-10,3.9,
JPN,HUR,WOMEN,PC_LF,M,2012-11,3.8,
JPN,HUR,WOMEN,PC_LF,M,2012-12,3.9,
JPN,HUR,WOMEN,PC_LF,M,2013-01,3.8,
JPN,HUR,WOMEN,PC_LF,M,2013-02,3.9,
JPN,HUR,WOMEN,PC_LF,M,2013-03,3.6,
JPN,HUR,WOMEN,PC_LF,M,2013-04,3.8,
JPN,HUR,WOMEN,PC_LF,M,2013-05,3.9,
JPN,HUR,WOMEN,PC_LF,M,2013-06,3.5,
JPN,HUR,WOMEN,PC_LF,M,2013-07,3.3,
JPN,HUR,WOMEN,PC_LF,M,2013-08,3.7,
JPN,HUR,WOMEN,PC_LF,M,2013-09,3.5,
JPN,HUR,WOMEN,PC_LF,M,2013-10,3.7,
JPN,HUR,WOMEN,PC_LF,M,2013-11,3.7,
JPN,HUR,WOMEN,PC_LF,M,2013-12,3.5,
JPN,HUR,WOMEN,PC_LF,M,2014-01,3.5,
JPN,HUR,WOMEN,PC_LF,M,2014-02,3.4,
JPN,HUR,WOMEN,PC_LF,M,2014-03,3.5,
JPN,HUR,WOMEN,PC_LF,M,2014-04,3.4,
JPN,HUR,WOMEN,PC_LF,M,2014-05,3.4,
JPN,HUR,WOMEN,PC_LF,M,2014-06,3.4,
JPN,HUR,WOMEN,PC_LF,M,2014-07,3.6,
JPN,HUR,WOMEN,PC_LF,M,2014-08,3.2,
JPN,HUR,WOMEN,PC_LF,M,2014-09,3.4,
JPN,HUR,WOMEN,PC_LF,M,2014-10,3.3,
JPN,HUR,WOMEN,PC_LF,M,2014-11,3.1,
JPN,HUR,WOMEN,PC_LF,M,2014-12,3.2,
JPN,HUR,WOMEN,PC_LF,M,2015-01,3.3,
JPN,HUR,WOMEN,PC_LF,M,2015-02,3.2,
JPN,HUR,WOMEN,PC_LF,M,2015-03,3.1,
JPN,HUR,WOMEN,PC_LF,M,2015-04,3.2,
JPN,HUR,WOMEN,PC_LF,M,2015-05,3,
JPN,HUR,WOMEN,PC_LF,M,2015-06,3,
JPN,HUR,WOMEN,PC_LF,M,2015-07,3.2,
JPN,HUR,WOMEN,PC_LF,M,2015-08,3.2,
JPN,HUR,WOMEN,PC_LF,M,2015-09,3.1,
JPN,HUR,WOMEN,PC_LF,M,2015-10,2.8,
JPN,HUR,WOMEN,PC_LF,M,2015-11,3,
JPN,HUR,WOMEN,PC_LF,M,2015-12,2.9,
JPN,HUR,WOMEN,PC_LF,M,2016-01,2.9,
JPN,HUR,WOMEN,PC_LF,M,2016-02,2.9,
JPN,HUR,WOMEN,PC_LF,M,2016-03,3,
JPN,HUR,WOMEN,PC_LF,M,2016-04,3,
JPN,HUR,WOMEN,PC_LF,M,2016-05,2.9,
JPN,HUR,WOMEN,PC_LF,M,2016-06,2.9,
JPN,HUR,WOMEN,PC_LF,M,2016-07,2.8,
JPN,HUR,WOMEN,PC_LF,M,2016-08,2.8,
JPN,HUR,WOMEN,PC_LF,M,2016-09,2.6,
JPN,HUR,WOMEN,PC_LF,M,2016-10,2.7,
JPN,HUR,WOMEN,PC_LF,M,2016-11,2.8,
JPN,HUR,WOMEN,PC_LF,M,2016-12,2.6,
JPN,HUR,WOMEN,PC_LF,M,2017-01,2.7,
JPN,HUR,WOMEN,PC_LF,M,2017-02,2.7,
JPN,HUR,WOMEN,PC_LF,M,2017-03,2.7,
JPN,HUR,WOMEN,PC_LF,M,2017-04,2.7,
JPN,HUR,WOMEN,PC_LF,M,2017-05,2.9,
JPN,HUR,WOMEN,PC_LF,M,2017-06,2.7,
JPN,HUR,WOMEN,PC_LF,M,2017-07,2.5,
JPN,HUR,WOMEN,PC_LF,M,2017-08,2.5,
JPN,HUR,WOMEN,PC_LF,M,2017-09,2.6,
JPN,HUR,WOMEN,PC_LF,M,2017-10,2.6,
JPN,HUR,WOMEN,PC_LF,M,2017-11,2.5,
JPN,HUR,WOMEN,PC_LF,M,2017-12,2.6,
JPN,HUR,WOMEN,PC_LF,M,2018-01,2.2,
JPN,HUR,WOMEN,PC_LF,M,2018-02,2.4,
JPN,HUR,WOMEN,PC_LF,M,2018-03,2.3,
JPN,HUR,WOMEN,PC_LF,M,2018-04,2.1,
JPN,HUR,WOMEN,PC_LF,M,2018-05,2.1,
JPN,HUR,WOMEN,PC_LF,M,2018-06,2.3,
JPN,HUR,WOMEN,PC_LF,M,2018-07,2.3,
JPN,HUR,WOMEN,PC_LF,M,2018-08,2.3,
JPN,HUR,WOMEN,PC_LF,M,2018-09,2.2,
JPN,HUR,WOMEN,PC_LF,M,2018-10,2.1,
JPN,HUR,WOMEN,PC_LF,M,2018-11,2.3,
JPN,HUR,WOMEN,PC_LF,M,2018-12,2.3,
JPN,HUR,WOMEN,PC_LF,M,2019-01,2.4,
JPN,HUR,WOMEN,PC_LF,M,2019-02,2.2,
JPN,HUR,WOMEN,PC_LF,M,2019-03,2.2,
JPN,HUR,WOMEN,PC_LF,M,2019-04,2.3,
JPN,HUR,WOMEN,PC_LF,M,2019-05,2.1,
JPN,HUR,WOMEN,PC_LF,M,2019-06,2,
JPN,HUR,WOMEN,PC_LF,M,2019-07,2.1,
JPN,HUR,WOMEN,PC_LF,M,2019-08,2.1,
JPN,HUR,WOMEN,PC_LF,M,2019-09,2.2,
JPN,HUR,WOMEN,PC_LF,M,2019-10,2.3,
JPN,HUR,WOMEN,PC_LF,M,2019-11,2.1,
JPN,HUR,WOMEN,PC_LF,M,2019-12,2,
JPN,HUR,WOMEN,PC_LF,M,2020-01,2.2,
JPN,HUR,WOMEN,PC_LF,M,2020-02,2.2,
JPN,HUR,WOMEN,PC_LF,M,2020-03,2.2,
JPN,HUR,WOMEN,PC_LF,M,2020-04,2.2,
JPN,HUR,WOMEN,PC_LF,M,2020-05,2.4,
JPN,HUR,WOMEN,PC_LF,M,2020-06,2.5,
JPN,HUR,WOMEN,PC_LF,M,2020-07,2.7,
JPN,HUR,WOMEN,PC_LF,M,2020-08,2.9,
JPN,HUR,WOMEN,PC_LF,M,2020-09,2.8,
JPN,HUR,WOMEN,PC_LF,M,2020-10,2.7,
JPN,HUR,WOMEN,PC_LF,M,2020-11,2.6,
JPN,HUR,WOMEN,PC_LF,M,2020-12,2.8,
JPN,HUR,WOMEN,PC_LF,M,2021-01,2.6,
JPN,HUR,WOMEN,PC_LF,M,2021-02,2.8,
JPN,HUR,WOMEN,PC_LF,M,2021-03,2.4,
JPN,HUR,WOMEN,PC_LF,M,2021-04,2.3,
MEX,HUR,WOMEN,PC_LF,M,2005-01,4.478448,
MEX,HUR,WOMEN,PC_LF,M,2005-02,4.14136,
MEX,HUR,WOMEN,PC_LF,M,2005-03,4.339464,
MEX,HUR,WOMEN,PC_LF,M,2005-04,4.079165,
MEX,HUR,WOMEN,PC_LF,M,2005-05,3.834434,
MEX,HUR,WOMEN,PC_LF,M,2005-06,3.861258,
MEX,HUR,WOMEN,PC_LF,M,2005-07,4.235012,
MEX,HUR,WOMEN,PC_LF,M,2005-08,3.972434,
MEX,HUR,WOMEN,PC_LF,M,2005-09,3.569401,
MEX,HUR,WOMEN,PC_LF,M,2005-10,3.866311,
MEX,HUR,WOMEN,PC_LF,M,2005-11,3.547469,
MEX,HUR,WOMEN,PC_LF,M,2005-12,3.577879,
MEX,HUR,WOMEN,PC_LF,M,2006-01,3.598337,
MEX,HUR,WOMEN,PC_LF,M,2006-02,3.772987,
MEX,HUR,WOMEN,PC_LF,M,2006-03,3.695557,
MEX,HUR,WOMEN,PC_LF,M,2006-04,3.932473,
MEX,HUR,WOMEN,PC_LF,M,2006-05,3.556904,
MEX,HUR,WOMEN,PC_LF,M,2006-06,3.722981,
MEX,HUR,WOMEN,PC_LF,M,2006-07,4.09647,
MEX,HUR,WOMEN,PC_LF,M,2006-08,3.938724,
MEX,HUR,WOMEN,PC_LF,M,2006-09,3.882103,
MEX,HUR,WOMEN,PC_LF,M,2006-10,4.200054,
MEX,HUR,WOMEN,PC_LF,M,2006-11,4.175265,
MEX,HUR,WOMEN,PC_LF,M,2006-12,4.21899,
MEX,HUR,WOMEN,PC_LF,M,2007-01,4.084691,
MEX,HUR,WOMEN,PC_LF,M,2007-02,4.447766,
MEX,HUR,WOMEN,PC_LF,M,2007-03,4.829987,
MEX,HUR,WOMEN,PC_LF,M,2007-04,4.061047,
MEX,HUR,WOMEN,PC_LF,M,2007-05,3.901096,
MEX,HUR,WOMEN,PC_LF,M,2007-06,3.944258,
MEX,HUR,WOMEN,PC_LF,M,2007-07,3.791996,
MEX,HUR,WOMEN,PC_LF,M,2007-08,4.013415,
MEX,HUR,WOMEN,PC_LF,M,2007-09,4.084744,
MEX,HUR,WOMEN,PC_LF,M,2007-10,4.064645,
MEX,HUR,WOMEN,PC_LF,M,2007-11,4.274176,
MEX,HUR,WOMEN,PC_LF,M,2007-12,4.018122,
MEX,HUR,WOMEN,PC_LF,M,2008-01,3.918893,
MEX,HUR,WOMEN,PC_LF,M,2008-02,4.244778,
MEX,HUR,WOMEN,PC_LF,M,2008-03,4.1646,
MEX,HUR,WOMEN,PC_LF,M,2008-04,4.220208,
MEX,HUR,WOMEN,PC_LF,M,2008-05,3.786296,
MEX,HUR,WOMEN,PC_LF,M,2008-06,4.124419,
MEX,HUR,WOMEN,PC_LF,M,2008-07,3.969188,
MEX,HUR,WOMEN,PC_LF,M,2008-08,3.786381,
MEX,HUR,WOMEN,PC_LF,M,2008-09,4.009792,
MEX,HUR,WOMEN,PC_LF,M,2008-10,3.748487,
MEX,HUR,WOMEN,PC_LF,M,2008-11,4.447378,
MEX,HUR,WOMEN,PC_LF,M,2008-12,5.252314,
MEX,HUR,WOMEN,PC_LF,M,2009-01,5.235525,
MEX,HUR,WOMEN,PC_LF,M,2009-02,5.000679,
MEX,HUR,WOMEN,PC_LF,M,2009-03,4.890655,
MEX,HUR,WOMEN,PC_LF,M,2009-04,5.038609,
MEX,HUR,WOMEN,PC_LF,M,2009-05,5.413187,
MEX,HUR,WOMEN,PC_LF,M,2009-06,5.097119,
MEX,HUR,WOMEN,PC_LF,M,2009-07,5.748814,
MEX,HUR,WOMEN,PC_LF,M,2009-08,6.323483,
MEX,HUR,WOMEN,PC_LF,M,2009-09,6.42054,
MEX,HUR,WOMEN,PC_LF,M,2009-10,5.729707,
MEX,HUR,WOMEN,PC_LF,M,2009-11,5.565339,
MEX,HUR,WOMEN,PC_LF,M,2009-12,5.39546,
MEX,HUR,WOMEN,PC_LF,M,2010-01,5.403989,
MEX,HUR,WOMEN,PC_LF,M,2010-02,5.255566,
MEX,HUR,WOMEN,PC_LF,M,2010-03,5.38262,
MEX,HUR,WOMEN,PC_LF,M,2010-04,5.568225,
MEX,HUR,WOMEN,PC_LF,M,2010-05,5.64627,
MEX,HUR,WOMEN,PC_LF,M,2010-06,4.934473,
MEX,HUR,WOMEN,PC_LF,M,2010-07,5.170201,
MEX,HUR,WOMEN,PC_LF,M,2010-08,5.215496,
MEX,HUR,WOMEN,PC_LF,M,2010-09,5.121745,
MEX,HUR,WOMEN,PC_LF,M,2010-10,5.152761,
MEX,HUR,WOMEN,PC_LF,M,2010-11,5.170685,
MEX,HUR,WOMEN,PC_LF,M,2010-12,5.229378,
MEX,HUR,WOMEN,PC_LF,M,2011-01,5.110372,
MEX,HUR,WOMEN,PC_LF,M,2011-02,5.187192,
MEX,HUR,WOMEN,PC_LF,M,2011-03,4.789216,
MEX,HUR,WOMEN,PC_LF,M,2011-04,5.362469,
MEX,HUR,WOMEN,PC_LF,M,2011-05,5.372793,
MEX,HUR,WOMEN,PC_LF,M,2011-06,5.854993,
MEX,HUR,WOMEN,PC_LF,M,2011-07,5.259645,
MEX,HUR,WOMEN,PC_LF,M,2011-08,5.463398,
MEX,HUR,WOMEN,PC_LF,M,2011-09,5.539666,
MEX,HUR,WOMEN,PC_LF,M,2011-10,4.825977,
MEX,HUR,WOMEN,PC_LF,M,2011-11,5.315305,
MEX,HUR,WOMEN,PC_LF,M,2011-12,5.096054,
MEX,HUR,WOMEN,PC_LF,M,2012-01,4.948833,
MEX,HUR,WOMEN,PC_LF,M,2012-02,4.895432,
MEX,HUR,WOMEN,PC_LF,M,2012-03,4.853868,
MEX,HUR,WOMEN,PC_LF,M,2012-04,5.038938,
MEX,HUR,WOMEN,PC_LF,M,2012-05,5.163588,
MEX,HUR,WOMEN,PC_LF,M,2012-06,4.898335,
MEX,HUR,WOMEN,PC_LF,M,2012-07,4.680834,
MEX,HUR,WOMEN,PC_LF,M,2012-08,4.871121,
MEX,HUR,WOMEN,PC_LF,M,2012-09,4.933547,
MEX,HUR,WOMEN,PC_LF,M,2012-10,5.036909,
MEX,HUR,WOMEN,PC_LF,M,2012-11,5.487522,
MEX,HUR,WOMEN,PC_LF,M,2012-12,5.040452,
MEX,HUR,WOMEN,PC_LF,M,2013-01,5.24278,
MEX,HUR,WOMEN,PC_LF,M,2013-02,5.161272,
MEX,HUR,WOMEN,PC_LF,M,2013-03,5.008072,
MEX,HUR,WOMEN,PC_LF,M,2013-04,5.02645,
MEX,HUR,WOMEN,PC_LF,M,2013-05,5.045137,
MEX,HUR,WOMEN,PC_LF,M,2013-06,5.436156,
MEX,HUR,WOMEN,PC_LF,M,2013-07,4.88835,
MEX,HUR,WOMEN,PC_LF,M,2013-08,4.721262,
MEX,HUR,WOMEN,PC_LF,M,2013-09,5.055475,
MEX,HUR,WOMEN,PC_LF,M,2013-10,4.912282,
MEX,HUR,WOMEN,PC_LF,M,2013-11,4.615347,
MEX,HUR,WOMEN,PC_LF,M,2013-12,5.036527,
MEX,HUR,WOMEN,PC_LF,M,2014-01,4.988143,
MEX,HUR,WOMEN,PC_LF,M,2014-02,4.854205,
MEX,HUR,WOMEN,PC_LF,M,2014-03,5.427276,
MEX,HUR,WOMEN,PC_LF,M,2014-04,4.620552,
MEX,HUR,WOMEN,PC_LF,M,2014-05,5.28543,
MEX,HUR,WOMEN,PC_LF,M,2014-06,4.894091,
MEX,HUR,WOMEN,PC_LF,M,2014-07,4.906604,
MEX,HUR,WOMEN,PC_LF,M,2014-08,4.872895,
MEX,HUR,WOMEN,PC_LF,M,2014-09,4.587402,
MEX,HUR,WOMEN,PC_LF,M,2014-10,4.773365,
MEX,HUR,WOMEN,PC_LF,M,2014-11,4.773013,
MEX,HUR,WOMEN,PC_LF,M,2014-12,4.305138,
MEX,HUR,WOMEN,PC_LF,M,2015-01,4.336244,
MEX,HUR,WOMEN,PC_LF,M,2015-02,4.388671,
MEX,HUR,WOMEN,PC_LF,M,2015-03,4.369019,
MEX,HUR,WOMEN,PC_LF,M,2015-04,4.613909,
MEX,HUR,WOMEN,PC_LF,M,2015-05,4.771046,
MEX,HUR,WOMEN,PC_LF,M,2015-06,5.012687,
MEX,HUR,WOMEN,PC_LF,M,2015-07,4.649484,
MEX,HUR,WOMEN,PC_LF,M,2015-08,4.447186,
MEX,HUR,WOMEN,PC_LF,M,2015-09,4.262375,
MEX,HUR,WOMEN,PC_LF,M,2015-10,4.832207,
MEX,HUR,WOMEN,PC_LF,M,2015-11,4.195316,
MEX,HUR,WOMEN,PC_LF,M,2015-12,4.52072,
MEX,HUR,WOMEN,PC_LF,M,2016-01,4.164269,
MEX,HUR,WOMEN,PC_LF,M,2016-02,4.381134,
MEX,HUR,WOMEN,PC_LF,M,2016-03,3.955775,
MEX,HUR,WOMEN,PC_LF,M,2016-04,3.860543,
MEX,HUR,WOMEN,PC_LF,M,2016-05,4.2005,
MEX,HUR,WOMEN,PC_LF,M,2016-06,4.147157,
MEX,HUR,WOMEN,PC_LF,M,2016-07,3.76894,
MEX,HUR,WOMEN,PC_LF,M,2016-08,3.860958,
MEX,HUR,WOMEN,PC_LF,M,2016-09,4.099781,
MEX,HUR,WOMEN,PC_LF,M,2016-10,3.555781,
MEX,HUR,WOMEN,PC_LF,M,2016-11,3.556492,
MEX,HUR,WOMEN,PC_LF,M,2016-12,3.89792,
MEX,HUR,WOMEN,PC_LF,M,2017-01,3.740479,
MEX,HUR,WOMEN,PC_LF,M,2017-02,3.447338,
MEX,HUR,WOMEN,PC_LF,M,2017-03,3.782073,
MEX,HUR,WOMEN,PC_LF,M,2017-04,3.821826,
MEX,HUR,WOMEN,PC_LF,M,2017-05,3.861686,
MEX,HUR,WOMEN,PC_LF,M,2017-06,3.486796,
MEX,HUR,WOMEN,PC_LF,M,2017-07,3.123828,
MEX,HUR,WOMEN,PC_LF,M,2017-08,3.572509,
MEX,HUR,WOMEN,PC_LF,M,2017-09,3.337432,
MEX,HUR,WOMEN,PC_LF,M,2017-10,3.66118,
MEX,HUR,WOMEN,PC_LF,M,2017-11,4.075018,
MEX,HUR,WOMEN,PC_LF,M,2017-12,3.439209,
MEX,HUR,WOMEN,PC_LF,M,2018-01,3.231832,
MEX,HUR,WOMEN,PC_LF,M,2018-02,3.532296,
MEX,HUR,WOMEN,PC_LF,M,2018-03,3.298687,
MEX,HUR,WOMEN,PC_LF,M,2018-04,3.466244,
MEX,HUR,WOMEN,PC_LF,M,2018-05,3.2817,
MEX,HUR,WOMEN,PC_LF,M,2018-06,3.331647,
MEX,HUR,WOMEN,PC_LF,M,2018-07,3.485608,
MEX,HUR,WOMEN,PC_LF,M,2018-08,3.581286,
MEX,HUR,WOMEN,PC_LF,M,2018-09,3.614503,
MEX,HUR,WOMEN,PC_LF,M,2018-10,3.484937,
MEX,HUR,WOMEN,PC_LF,M,2018-11,3.495305,
MEX,HUR,WOMEN,PC_LF,M,2018-12,3.757806,
MEX,HUR,WOMEN,PC_LF,M,2019-01,3.615621,
MEX,HUR,WOMEN,PC_LF,M,2019-02,3.476128,
MEX,HUR,WOMEN,PC_LF,M,2019-03,3.712366,
MEX,HUR,WOMEN,PC_LF,M,2019-04,3.677926,
MEX,HUR,WOMEN,PC_LF,M,2019-05,3.804219,
MEX,HUR,WOMEN,PC_LF,M,2019-06,3.678203,
MEX,HUR,WOMEN,PC_LF,M,2019-07,3.586071,
MEX,HUR,WOMEN,PC_LF,M,2019-08,3.245501,
MEX,HUR,WOMEN,PC_LF,M,2019-09,3.513025,
MEX,HUR,WOMEN,PC_LF,M,2019-10,3.483705,
MEX,HUR,WOMEN,PC_LF,M,2019-11,3.713286,
MEX,HUR,WOMEN,PC_LF,M,2019-12,3.155015,
MEX,HUR,WOMEN,PC_LF,M,2020-01,3.807179,
MEX,HUR,WOMEN,PC_LF,M,2020-02,3.621862,
MEX,HUR,WOMEN,PC_LF,M,2020-03,3.314951,B
MEX,HUR,WOMEN,PC_LF,M,2020-04,4.34438,
MEX,HUR,WOMEN,PC_LF,M,2020-05,2.903709,
MEX,HUR,WOMEN,PC_LF,M,2020-06,5.089896,B
MEX,HUR,WOMEN,PC_LF,M,2020-07,5.779558,
MEX,HUR,WOMEN,PC_LF,M,2020-08,4.75988,
MEX,HUR,WOMEN,PC_LF,M,2020-09,4.241674,
MEX,HUR,WOMEN,PC_LF,M,2020-10,4.405783,
MEX,HUR,WOMEN,PC_LF,M,2020-11,3.945369,
MEX,HUR,WOMEN,PC_LF,M,2020-12,4.315949,
MEX,HUR,WOMEN,PC_LF,M,2021-01,4.429615,
MEX,HUR,WOMEN,PC_LF,M,2021-02,4.184949,
MEX,HUR,WOMEN,PC_LF,M,2021-03,4.134423,
MEX,HUR,WOMEN,PC_LF,M,2021-04,4.22607,
AUT,HUR,MEN,PC_LF,M,2005-01,5,
AUT,HUR,MEN,PC_LF,M,2005-02,5.1,
AUT,HUR,MEN,PC_LF,M,2005-03,5.3,
AUT,HUR,MEN,PC_LF,M,2005-04,5.5,
AUT,HUR,MEN,PC_LF,M,2005-05,5.6,
AUT,HUR,MEN,PC_LF,M,2005-06,5.6,
AUT,HUR,MEN,PC_LF,M,2005-07,5.5,
AUT,HUR,MEN,PC_LF,M,2005-08,5.4,
AUT,HUR,MEN,PC_LF,M,2005-09,5.5,
AUT,HUR,MEN,PC_LF,M,2005-10,5.8,
AUT,HUR,MEN,PC_LF,M,2005-11,5.7,
AUT,HUR,MEN,PC_LF,M,2005-12,5.5,
AUT,HUR,MEN,PC_LF,M,2006-01,5.6,
AUT,HUR,MEN,PC_LF,M,2006-02,5.7,
AUT,HUR,MEN,PC_LF,M,2006-03,5.4,
AUT,HUR,MEN,PC_LF,M,2006-04,5.1,
AUT,HUR,MEN,PC_LF,M,2006-05,4.9,
AUT,HUR,MEN,PC_LF,M,2006-06,5,
AUT,HUR,MEN,PC_LF,M,2006-07,4.9,
AUT,HUR,MEN,PC_LF,M,2006-08,4.5,
AUT,HUR,MEN,PC_LF,M,2006-09,4.5,
AUT,HUR,MEN,PC_LF,M,2006-10,4.5,
AUT,HUR,MEN,PC_LF,M,2006-11,4.4,
AUT,HUR,MEN,PC_LF,M,2006-12,4.7,
AUT,HUR,MEN,PC_LF,M,2007-01,4.7,
AUT,HUR,MEN,PC_LF,M,2007-02,4.5,
AUT,HUR,MEN,PC_LF,M,2007-03,4.5,
AUT,HUR,MEN,PC_LF,M,2007-04,4.6,
AUT,HUR,MEN,PC_LF,M,2007-05,4.6,
AUT,HUR,MEN,PC_LF,M,2007-06,4.6,
AUT,HUR,MEN,PC_LF,M,2007-07,4.7,
AUT,HUR,MEN,PC_LF,M,2007-08,4.7,
AUT,HUR,MEN,PC_LF,M,2007-09,4.6,
AUT,HUR,MEN,PC_LF,M,2007-10,4.4,
AUT,HUR,MEN,PC_LF,M,2007-11,4.3,
AUT,HUR,MEN,PC_LF,M,2007-12,4,
AUT,HUR,MEN,PC_LF,M,2008-01,3.9,
AUT,HUR,MEN,PC_LF,M,2008-02,4.1,
AUT,HUR,MEN,PC_LF,M,2008-03,3.9,
AUT,HUR,MEN,PC_LF,M,2008-04,3.5,
AUT,HUR,MEN,PC_LF,M,2008-05,3.5,
AUT,HUR,MEN,PC_LF,M,2008-06,3.6,
AUT,HUR,MEN,PC_LF,M,2008-07,3.7,
